Delta,energy_variance,resolved,r_star,error_at_r_star,fidelity_at_r_star,error_at_r_max,fidelity_at_r_max,best_r_in_scan,best_error_in_scan,empirical_rule_resolved,empirical_rule_r,empirical_rule_error,empirical_rule_status,family,family_kind,instance_id,N,t,eps,theta,r_max,r_value_for_plot,censored_for_plot,num_terms,num_identity_terms,num_nonidentity_terms,num_single_site_terms,num_two_site_terms,distinct_qubit_pairs,coeff_rms,coeff_l1,coeff_l2,noncommuting_pairs,worst_case_rule_name,worst_case_rule_r,worst_case_rule_status,worst_case_rule_commutator_sum,worst_case_rule_formula,worst_case_rule_rigorous_for_current_metric,low_energy_rule_name,low_energy_rule_r,low_energy_rule_status,low_energy_rule_missing_inputs,low_energy_rule_rigorous_for_current_metric,resource_model,step_dt,identity_term_count_per_step,single_qubit_clifford_count_per_step,cnot_count_per_step,rotation_gate_count_per_step,t_count_estimate_per_step,sequential_layer_proxy_per_step,resource_has_stim,resource_has_pyliqtr,stim_instruction_count_clifford_skeleton_per_step,stim_num_qubits,stim_h,stim_cx,stim_s_dag,stim_s,stim_num_instructions,resource_r,resource_t,identity_term_count_total,single_qubit_clifford_count_total,cnot_count_total,rotation_gate_count_total,t_count_estimate_total,sequential_layer_proxy_total,stim_instruction_count_clifford_skeleton_total,resource_totals_reported,resource_totals_status
2.1,0.7349999999999977,True,17,0.0009257227034126236,0.9990742772965874,1.0593413400927787e-06,0.9999989406586599,17,0.0009257227034126236,True,17,0.0009257227034126236,resolved,local shifted TFIM,structured_local_psd,local_0,6,1.0,0.001,0.0,500,17,False,22,11,11,6,5,5,0.4247994179074937,9.199999999999998,1.9924858845171276,10,first_order_commutator_proxy,1751,proxy_not_certified_for_fidelity,3.5000000000000004,"(t^2 / (2 r)) * sum_{a<b} ||[H_a, H_b]|| <= eps",False,placeholder_requires_theorem_specific_input,,missing_theorem_formula_or_constants,"Need the exact low-energy bound to implement, including constants, normalization/energy-shift conventions, and how its accuracy parameter maps onto the notebook's fidelity-error threshold.",False,basis_change_plus_parity_cnot_plus_synthesized_rz,0.058823529411764705,11,12,10,11,1122,33,True,True,2,6,1,1,,,2,17,1.0,187,204,170,187,19074,561,34,True,reported_at_empirical_r_star
1.8326669780465725,0.29106794890687215,True,18,0.0009751740882208981,0.9990248259117791,1.2553887426269839e-06,0.9999987446112574,18,0.0009751740882208981,True,18,0.0009751740882208981,resolved,local shifted TFIM,structured_local_psd,local_0,6,1.0,0.001,0.15707963267948966,500,18,False,22,11,11,6,5,5,0.4247994179074937,9.199999999999998,1.9924858845171276,10,first_order_commutator_proxy,1751,proxy_not_certified_for_fidelity,3.5000000000000004,"(t^2 / (2 r)) * sum_{a<b} ||[H_a, H_b]|| <= eps",False,placeholder_requires_theorem_specific_input,,missing_theorem_formula_or_constants,"Need the exact low-energy bound to implement, including constants, normalization/energy-shift conventions, and how its accuracy parameter maps onto the notebook's fidelity-error threshold.",False,basis_change_plus_parity_cnot_plus_synthesized_rz,0.05555555555555555,11,12,10,11,1088,33,True,True,2,6,1,1,,,2,18,1.0,198,216,180,198,19584,594,36,True,reported_at_empirical_r_star
1.6897930688439273,0.08661022982746669,True,19,0.0009474253634806917,0.9990525746365193,1.3649674525106903e-06,0.9999986350325475,19,0.0009474253634806917,True,19,0.0009474253634806917,resolved,local shifted TFIM,structured_local_psd,local_0,6,1.0,0.001,0.3141592653589793,500,19,False,22,11,11,6,5,5,0.4247994179074937,9.199999999999998,1.9924858845171276,10,first_order_commutator_proxy,1751,proxy_not_certified_for_fidelity,3.5000000000000004,"(t^2 / (2 r)) * sum_{a<b} ||[H_a, H_b]|| <= eps",False,placeholder_requires_theorem_specific_input,,missing_theorem_formula_or_constants,"Need the exact low-energy bound to implement, including constants, normalization/energy-shift conventions, and how its accuracy parameter maps onto the notebook's fidelity-error threshold.",False,basis_change_plus_parity_cnot_plus_synthesized_rz,0.05263157894736842,11,12,10,11,1124,33,True,True,2,6,1,1,,,2,19,1.0,209,228,190,209,21356,627,38,True,reported_at_empirical_r_star
1.6618883851813593,0.1114644662066624,True,19,0.0009471092973615258,0.9990528907026385,1.371245915482433e-06,0.9999986287540845,19,0.0009471092973615258,True,19,0.0009471092973615258,resolved,local shifted TFIM,structured_local_psd,local_0,6,1.0,0.001,0.47123889803846897,500,19,False,22,11,11,6,5,5,0.4247994179074937,9.199999999999998,1.9924858845171276,10,first_order_commutator_proxy,1751,proxy_not_certified_for_fidelity,3.5000000000000004,"(t^2 / (2 r)) * sum_{a<b} ||[H_a, H_b]|| <= eps",False,placeholder_requires_theorem_specific_input,,missing_theorem_formula_or_constants,"Need the exact low-energy bound to implement, including constants, normalization/energy-shift conventions, and how its accuracy parameter maps onto the notebook's fidelity-error threshold.",False,basis_change_plus_parity_cnot_plus_synthesized_rz,0.05263157894736842,11,12,10,11,1124,33,True,True,2,6,1,1,,,2,19,1.0,209,228,190,209,21356,627,38,True,reported_at_empirical_r_star
1.7293797272171223,0.30135473039910066,True,18,0.000991210454414082,0.9990087895455859,1.2954872415926744e-06,0.9999987045127584,18,0.000991210454414082,True,18,0.000991210454414082,resolved,local shifted TFIM,structured_local_psd,local_0,6,1.0,0.001,0.6283185307179586,500,18,False,22,11,11,6,5,5,0.4247994179074937,9.199999999999998,1.9924858845171276,10,first_order_commutator_proxy,1751,proxy_not_certified_for_fidelity,3.5000000000000004,"(t^2 / (2 r)) * sum_{a<b} ||[H_a, H_b]|| <= eps",False,placeholder_requires_theorem_specific_input,,missing_theorem_formula_or_constants,"Need the exact low-energy bound to implement, including constants, normalization/energy-shift conventions, and how its accuracy parameter maps onto the notebook's fidelity-error threshold.",False,basis_change_plus_parity_cnot_plus_synthesized_rz,0.05555555555555555,11,12,10,11,1088,33,True,True,2,6,1,1,,,2,18,1.0,198,216,180,198,19584,594,36,True,reported_at_empirical_r_star
1.865075759508251,0.5675631329235391,True,18,0.0008991475299345852,0.9991008524700654,1.1813693266971015e-06,0.9999988186306733,18,0.0008991475299345852,True,18,0.0008991475299345852,resolved,local shifted TFIM,structured_local_psd,local_0,6,1.0,0.001,0.7853981633974483,500,18,False,22,11,11,6,5,5,0.4247994179074937,9.199999999999998,1.9924858845171276,10,first_order_commutator_proxy,1751,proxy_not_certified_for_fidelity,3.5000000000000004,"(t^2 / (2 r)) * sum_{a<b} ||[H_a, H_b]|| <= eps",False,placeholder_requires_theorem_specific_input,,missing_theorem_formula_or_constants,"Need the exact low-energy bound to implement, including constants, normalization/energy-shift conventions, and how its accuracy parameter maps onto the notebook's fidelity-error threshold.",False,basis_change_plus_parity_cnot_plus_synthesized_rz,0.05555555555555555,11,12,10,11,1088,33,True,True,2,6,1,1,,,2,18,1.0,198,216,180,198,19584,594,36,True,reported_at_empirical_r_star
2.0373355547812957,0.8287052898602116,True,17,0.0009098278230355028,0.9990901721769645,1.071596791524243e-06,0.9999989284032085,17,0.0009098278230355028,True,17,0.0009098278230355028,resolved,local shifted TFIM,structured_local_psd,local_0,6,1.0,0.001,0.9424777960769379,500,17,False,22,11,11,6,5,5,0.4247994179074937,9.199999999999998,1.9924858845171276,10,first_order_commutator_proxy,1751,proxy_not_certified_for_fidelity,3.5000000000000004,"(t^2 / (2 r)) * sum_{a<b} ||[H_a, H_b]|| <= eps",False,placeholder_requires_theorem_specific_input,,missing_theorem_formula_or_constants,"Need the exact low-energy bound to implement, including constants, normalization/energy-shift conventions, and how its accuracy parameter maps onto the notebook's fidelity-error threshold.",False,basis_change_plus_parity_cnot_plus_synthesized_rz,0.058823529411764705,11,12,10,11,1122,33,True,True,2,6,1,1,,,2,17,1.0,187,204,170,187,19074,561,34,True,reported_at_empirical_r_star
2.213617864570019,1.0328923046755136,True,16,0.0009468152713265621,0.9990531847286734,9.911339500234817e-07,0.99999900886605,16,0.0009468152713265621,True,16,0.0009468152713265621,resolved,local shifted TFIM,structured_local_psd,local_0,6,1.0,0.001,1.0995574287564276,500,16,False,22,11,11,6,5,5,0.4247994179074937,9.199999999999998,1.9924858845171276,10,first_order_commutator_proxy,1751,proxy_not_certified_for_fidelity,3.5000000000000004,"(t^2 / (2 r)) * sum_{a<b} ||[H_a, H_b]|| <= eps",False,placeholder_requires_theorem_specific_input,,missing_theorem_formula_or_constants,"Need the exact low-energy bound to implement, including constants, normalization/energy-shift conventions, and how its accuracy parameter maps onto the notebook's fidelity-error threshold.",False,basis_change_plus_parity_cnot_plus_synthesized_rz,0.0625,11,12,10,11,1112,33,True,True,2,6,1,1,,,2,16,1.0,176,192,160,176,17792,528,32,True,reported_at_empirical_r_star
2.3640525587488623,1.163671366084377,True,16,0.0009019441308883991,0.9990980558691116,9.443448738544191e-07,0.9999990556551261,16,0.0009019441308883991,True,16,0.0009019441308883991,resolved,local shifted TFIM,structured_local_psd,local_0,6,1.0,0.001,1.2566370614359172,500,16,False,22,11,11,6,5,5,0.4247994179074937,9.199999999999998,1.9924858845171276,10,first_order_commutator_proxy,1751,proxy_not_certified_for_fidelity,3.5000000000000004,"(t^2 / (2 r)) * sum_{a<b} ||[H_a, H_b]|| <= eps",False,placeholder_requires_theorem_specific_input,,missing_theorem_formula_or_constants,"Need the exact low-energy bound to implement, including constants, normalization/energy-shift conventions, and how its accuracy parameter maps onto the notebook's fidelity-error threshold.",False,basis_change_plus_parity_cnot_plus_synthesized_rz,0.0625,11,12,10,11,1112,33,True,True,2,6,1,1,,,2,16,1.0,176,192,160,176,17792,528,32,True,reported_at_empirical_r_star
2.464675130119153,1.230387309625252,True,16,0.0008821151162956564,0.9991178848837043,9.23043371847676e-07,0.9999990769566282,16,0.0008821151162956564,True,16,0.0008821151162956564,resolved,local shifted TFIM,structured_local_psd,local_0,6,1.0,0.001,1.413716694115407,500,16,False,22,11,11,6,5,5,0.4247994179074937,9.199999999999998,1.9924858845171276,10,first_order_commutator_proxy,1751,proxy_not_certified_for_fidelity,3.5000000000000004,"(t^2 / (2 r)) * sum_{a<b} ||[H_a, H_b]|| <= eps",False,placeholder_requires_theorem_specific_input,,missing_theorem_formula_or_constants,"Need the exact low-energy bound to implement, including constants, normalization/energy-shift conventions, and how its accuracy parameter maps onto the notebook's fidelity-error threshold.",False,basis_change_plus_parity_cnot_plus_synthesized_rz,0.0625,11,12,10,11,1112,33,True,True,2,6,1,1,,,2,16,1.0,176,192,160,176,17792,528,32,True,reported_at_empirical_r_star
